rowid	MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	ATTRJBUTE_Clade	ATTRIBUTE_Genus	ATTRIBUTE_BrazilianBiome	ENVOEnvironmentBiome	ATTRIBUTE_WorldwideBiome	ATTRIBUTE_Humidity	ATTRIBUTE_CollectionSeason	ATTRIBUTE_Habit	ATTRIBUTE_PlantPart	id
573	MSV000085119	P2_H8_GH8_01_54317.mzXML	plant	plant_angiospermae	1804201|Stigmaphyllon puberulum	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	173		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	01/22/2010 12:00	Brazil	not applicable	-14.76242|-39.08476			MSV000085119_173	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Summer	Liana	leaf	572
574	MSV000085119	P2_H9_GH9_01_54318.mzXML	plant	plant_angiospermae	1804201|Stigmaphyllon puberulum	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	174		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	11/30/2014 12:00	Brazil	not applicable	-13.68629|-39.47950			MSV000085119_174	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Spring	Liana	leaf	573
791	MSV000085119	P5_H8_BH8_01_54597.mzXML	plant	plant_angiospermae	1804201|Stigmaphyllon puberulum	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	173		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	01/22/2010 12:00	Brazil	not applicable	-14.76242|-39.08476			MSV000085119_173	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Summer	Liana	leaf	790
792	MSV000085119	P5_H9_BH9_01_54598.mzXML	plant	plant_angiospermae	1804201|Stigmaphyllon puberulum	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	174		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	11/30/2014 12:00	Brazil	not applicable	-13.68629|-39.47950			MSV000085119_174	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Spring	Liana	leaf	791
177	MSV000085119	P2_H10_BH10_01_53745.mzXML	plant	plant_angiospermae	1804202|Stigmaphyllon salzmannii	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	175		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	01/21/2012 12:00	Brazil	not applicable	-18.72471|-39.84792			MSV000085119_175	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Summer	Liana	leaf	176
395	MSV000085119	P5_H10_GH10_01_54028.mzXML	plant	plant_angiospermae	1804202|Stigmaphyllon salzmannii	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	175		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	01/21/2012 12:00	Brazil	not applicable	-18.72471|-39.84792			MSV000085119_175	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Summer	Liana	leaf	394
575	MSV000085119	P2_H10_GH10_01_54319.mzXML	plant	plant_angiospermae	1804202|Stigmaphyllon salzmannii	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	175		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	01/21/2012 12:00	Brazil	not applicable	-18.72471|-39.84792			MSV000085119_175	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Summer	Liana	leaf	574
793	MSV000085119	P5_H10_BH10_01_54599.mzXML	plant	plant_angiospermae	1804202|Stigmaphyllon salzmannii	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	175		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	01/21/2012 12:00	Brazil	not applicable	-18.72471|-39.84792			MSV000085119_175	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Summer	Liana	leaf	792
178	MSV000085119	P2_H11_BH11_01_53746.mzXML	plant	plant_angiospermae	1804203|Stigmaphyllon saxicola	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	176		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/21/1980 12:00	Brazil	not applicable	-20.41171|-42.90819			MSV000085119_176	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Fall	Liana	leaf	177
179	MSV000085119	P3_A1_GA1_01_53754.mzXML	plant	plant_angiospermae	1804203|Stigmaphyllon saxicola	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	177		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	07/22/2013 12:00	Brazil	not applicable	-20.07726|-43.40940			MSV000085119_177	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Winter	Liana	leaf	178
180	MSV000085119	P3_A2_GA2_01_53755.mzXML	plant	plant_angiospermae	1804203|Stigmaphyllon saxicola	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	178		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	07/01/2013 12:00	Brazil	not applicable	-14.36508|-40.20642			MSV000085119_178	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Winter	Liana	leaf	179
200	MSV000085119	P3_D4_GD4_01_53781.mzXML	plant	plant_angiospermae	1804203|Stigmaphyllon saxicola	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	177		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	07/22/2013 12:00	Brazil	not applicable	-20.07726|-43.40940			MSV000085119_177	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Winter	Liana	leaf	199
201	MSV000085119	P3_D5_GD5_01_53782.mzXML	plant	plant_angiospermae	1804203|Stigmaphyllon saxicola	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	178		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	07/01/2013 12:00	Brazil	not applicable	-14.36508|-40.20642			MSV000085119_178	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Winter	Liana	leaf	200
396	MSV000085119	P5_H11_GH11_01_54029.mzXML	plant	plant_angiospermae	1804203|Stigmaphyllon saxicola	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	176		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/21/1980 12:00	Brazil	not applicable	-20.41171|-42.90819			MSV000085119_176	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Fall	Liana	leaf	395
576	MSV000085119	P2_H11_GH11_01_54320.mzXML	plant	plant_angiospermae	1804203|Stigmaphyllon saxicola	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	176		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/21/1980 12:00	Brazil	not applicable	-20.41171|-42.90819			MSV000085119_176	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Fall	Liana	leaf	575
577	MSV000085119	P3_A1_BA1_01_54328.mzXML	plant	plant_angiospermae	1804203|Stigmaphyllon saxicola	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	177		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	07/22/2013 12:00	Brazil	not applicable	-20.07726|-43.40940			MSV000085119_177	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Winter	Liana	leaf	576
578	MSV000085119	P3_A2_BA2_01_54329.mzXML	plant	plant_angiospermae	1804203|Stigmaphyllon saxicola	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	178		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	07/01/2013 12:00	Brazil	not applicable	-14.36508|-40.20642			MSV000085119_178	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Winter	Liana	leaf	577
598	MSV000085119	P3_D4_BD9_01_54666.mzXML	plant	plant_angiospermae	1804203|Stigmaphyllon saxicola	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	177		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	07/22/2013 12:00	Brazil	not applicable	-20.07726|-43.40940			MSV000085119_177	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Winter	Liana	leaf	597
599	MSV000085119	P3_D5_BD10_01_54667.mzXML	plant	plant_angiospermae	1804203|Stigmaphyllon saxicola	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	178		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	07/01/2013 12:00	Brazil	not applicable	-14.36508|-40.20642			MSV000085119_178	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Winter	Liana	leaf	598
794	MSV000085119	P5_H11_BH11_01_54600.mzXML	plant	plant_angiospermae	1804203|Stigmaphyllon saxicola	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	176		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	05/21/1980 12:00	Brazil	not applicable	-20.41171|-42.90819			MSV000085119_176	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Fall	Liana	leaf	793
181	MSV000085119	P3_A3_BB2_01_54624.mzXML	plant	plant_angiospermae	1804204|Stigmaphyllon sinuatum	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	179		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	04/25/2014 12:00	Brazil	not applicable	-0.98183|-62.93916			MSV000085119_179	not applicable	not applicable	not applicable	J	Stigmaphyllon	Amazon rainforest	tropical moist broadleaf forest biome	Rainforest	Humid	Fall	Liana	leaf	180
202	MSV000085119	P3_D6_GD6_01_53783.mzXML	plant	plant_angiospermae	1804204|Stigmaphyllon sinuatum	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	179		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	04/25/2014 12:00	Brazil	not applicable	-0.98183|-62.93916			MSV000085119_179	not applicable	not applicable	not applicable	J	Stigmaphyllon	Amazon rainforest	tropical moist broadleaf forest biome	Rainforest	Humid	Fall	Liana	leaf	201
579	MSV000085119	P3_A3_BA3_01_54330.mzXML	plant	plant_angiospermae	1804204|Stigmaphyllon sinuatum	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	179		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	04/25/2014 12:00	Brazil	not applicable	-0.98183|-62.93916			MSV000085119_179	not applicable	not applicable	not applicable	J	Stigmaphyllon	Amazon rainforest	tropical moist broadleaf forest biome	Rainforest	Humid	Fall	Liana	leaf	578
600	MSV000085119	P3_D6_BD6_01_54357.mzXML	plant	plant_angiospermae	1804204|Stigmaphyllon sinuatum	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	179		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	04/25/2014 12:00	Brazil	not applicable	-0.98183|-62.93916			MSV000085119_179	not applicable	not applicable	not applicable	J	Stigmaphyllon	Amazon rainforest	tropical moist broadleaf forest biome	Rainforest	Humid	Fall	Liana	leaf	599
182	MSV000085119	P3_A4_GA4_01_53757.mzXML	plant	plant_angiospermae	1804205|Stigmaphyllon tomentosum	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	180		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	12/10/2014 12:00	Brazil	not applicable	-16.43944|-41.00861			MSV000085119_180	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Spring	Liana	leaf	181
203	MSV000085119	P3_E1_GE1_01_53786.mzXML	plant	plant_angiospermae	1804205|Stigmaphyllon tomentosum	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	180		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	12/10/2014 12:00	Brazil	not applicable	-16.43944|-41.00861			MSV000085119_180	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Spring	Liana	leaf	202
580	MSV000085119	P3_A4_BA4_01_54331.mzXML	plant	plant_angiospermae	1804205|Stigmaphyllon tomentosum	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	180		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	12/10/2014 12:00	Brazil	not applicable	-16.43944|-41.00861			MSV000085119_180	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Spring	Liana	leaf	579
601	MSV000085119	P3_E1_BE1_01_54360.mzXML	plant	plant_angiospermae	1804205|Stigmaphyllon tomentosum	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	180		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	12/10/2014 12:00	Brazil	not applicable	-16.43944|-41.00861			MSV000085119_180	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Spring	Liana	leaf	600
185	MSV000085119	P3_B1_GB1_01_53762.mzXML	plant	plant_angiospermae	1804207|Stigmaphyllon vitifolium	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	183		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	09/21/2018 12:00	Brazil	not applicable	-22.96656|-43.22126			MSV000085119_183	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Winter	Liana	leaf	184
206	MSV000085119	P3_E4_GE4_01_53789.mzXML	plant	plant_angiospermae	1804207|Stigmaphyllon vitifolium	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (positive)	reverse phase (C18)	183		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	09/21/2018 12:00	Brazil	not applicable	-22.96656|-43.22126			MSV000085119_183	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Winter	Liana	leaf	205
583	MSV000085119	P3_B1_BB1_01_54336.mzXML	plant	plant_angiospermae	1804207|Stigmaphyllon vitifolium	2020	solid material, dried	ethanol-water (4:1)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	183		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	09/21/2018 12:00	Brazil	not applicable	-22.96656|-43.22126			MSV000085119_183	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Winter	Liana	leaf	582
604	MSV000085119	P3_E4_BE4_01_54363.mzXML	plant	plant_angiospermae	1804207|Stigmaphyllon vitifolium	2020	solid material, dried	ethyl acetate (100%)	sulfachloropyridazine	impact HD|MS:1002667	electrospray ionization (negative)	reverse phase (C18)	183		not applicable	leaf	not applicable	not applicable	not applicable	not applicable	09/21/2018 12:00	Brazil	not applicable	-22.96656|-43.22126			MSV000085119_183	not applicable	not applicable	not applicable	J	Stigmaphyllon	Atlantic forest	tropical moist broadleaf forest biome	Rainforest	Humid	Winter	Liana	leaf	603
